Journal,xml_file_name,article_title,epub_Date,RRID mentions,RRID Count
ASN_Neuro,PMC6566476.nxml,Small Interference RNA Targeting Connexin-43 Improves Motor Function and Limits Astrogliosis After Juvenile Traumatic Brain Injury,13-6-2019,"['RRID:AB_297976', 'RRID:AB_297976', 'RRID:AB_10862289', 'RRID:AB_10862289', 'RRID:AB_177521', 'RRID:AB_177521', 'RRID:AB_1844967', 'RRID:AB_1844967', 'RRID:AB_2744676', 'RRID:AB_2744676', 'RRID:AB_1057615', 'RRID:AB_1057615', 'RRID:AB_10705059', 'RRID:AB_10705059', 'RRID:AB_2556545', 'RRID:AB_2556545', 'RRID:AB_2556544', 'RRID:AB_2556544', 'RRID:AB_2534098', 'RRID:AB_2534098', 'RRID:AB_2534096', 'RRID:AB_2534096', 'RRID:AB_1961673', 'RRID:AB_1961673', 'RRID:AB_297976', 'RRID:AB_297976', 'RRID:AB_477579', 'RRID:AB_477579', 'RRID:AB_2535736', 'RRID:AB_2535736', 'RRID:AB_621842', 'RRID:AB_621842']",32
ASN_Neuro,PMC6415468.nxml,Astrocyte and Neuronal Pannexin1 Contribute Distinctly to Seizures,03-12-2019,"['RRID:AB_2620476', 'RRID:AB_2620476', 'RRID:AB_1285808', 'RRID:AB_1285808', 'RRID:AB_10746077', 'RRID:AB_10746077', 'RRID:AB_631736', 'RRID:AB_631746', 'RRID:AB_631736', 'RRID:AB_631746', 'RRID:AB_2620476', 'RRID:AB_2620476', 'RRID:AB_141359', 'RRID:AB_141359', 'RRID:AB_10746077', 'RRID:AB_10746077', 'RRID:AB_142134', 'RRID:AB_142134']",18
ASN_Neuro,PMC7238451.nxml,"Loss of Hippocampal Calretinin and Parvalbumin Interneurons
in the 5XFAD Mouse Model of Alzheimer’s Disease",18-5-2020,"['RRID:AB_2619906', 'RRID:AB_2619883', 'RRID:AB_2313891']",3
ASN_Neuro,PMC7273561.nxml,"Proneurotrophins Induce Apoptotic Neuronal Death After
Controlled Cortical Impact Injury in Adult Mice",06-03-2020,"['RRID:AB_2039758', 'RRID:AB_2039758', 'RRID:AB_393942', 'RRID:AB_393942', 'RRID:SCR_015961', 'RRID:SCR_015961', 'RRID:AB_2630395', 'RRID:AB_2630395', 'RRID:AB_2039758', 'RRID:AB_2039758', 'RRID:AB_2109656', 'RRID:AB_2109656', 'RRID:AB_2298561', 'RRID:AB_2298561', 'RRID:AB_310649', 'RRID:AB_310649', 'RRID:SCR_015961', 'RRID:SCR_015961']",18
ASN_Neuro,PMC7066592.nxml,Spatiotemporal Distribution of Microglia After Traumatic Brain Injury in Male Mice,03-08-2020,"['RRID:AB_2313566', 'RRID: AB_2313566', 'RRID:AB_10862345', 'RRID: AB_10862345', 'RRID:AB_305808', 'RRID:AB_305808', 'RRID:AB_143157', 'RRID:AB_143157']",8
ASN_Neuro,PMC6535906.nxml,"Higher Level of Mismatch in APOE
ε4 Carriers for Amyloid-Beta Peptide Alzheimer’s Disease Biomarkers in Cerebrospinal Fluid",19-5-2019,"['RRID:AB_2797379', 'RRID:AB_2797379', 'RRID:AB_2797380', 'RRID:AB_2797380', 'RRID:AB_2797386', 'RRID:AB_2797386', 'RRID:AB_2797387', 'RRID:AB_2797387', 'RRID:AB_2797385', 'RRID:AB_2797385', 'RRID:SCR_002798', 'RRID:SCR_002798']",12
ASN_Neuro,PMC6909277.nxml,"Chemotherapeutic Effect of SR9009, a REV-ERB Agonist, on the
Human Glioblastoma T98G Cells",12-11-2019,"['AB_2110656', 'RRID:AB_477625', 'RRID:AB_477625', 'RRID:AB_10013382', 'RRID:AB_10013382', 'RRID:AB_2154647', 'RRID:AB_2154647']",7
ASN_Neuro,PMC7495938.nxml,Tropomyosin Receptor Kinase B Expressed in Oligodendrocyte Lineage Cells Functions to Promote Myelin Following a Demyelinating Lesion,14-9-2020,"['RRID:AB_322319', 'RRID:AB_322319', 'RRID:AB_670104', 'RRID:AB_670104', 'RRID:AB_772210', 'RRID:AB_772210', 'RRID:AB_772206', 'RRID:AB_151542', 'RRID:AB_151542', 'RRID:AB_477577', 'RRID:AB_477577', 'RRID:SCR_014280', 'RRID:SCR_014280', 'RRID:AB_632557', 'RRID:AB_632557', 'RRID:AB_2307443', 'RRID:AB_2307443', 'RRID:AB_2057371', 'RRID:AB_2057371', 'RRID:AB_2341099', 'RRID:AB_2341099', 'RRID:AB_2341188', 'RRID:AB_2341188', 'RRID:AB_2307443', 'RRID:AB_2307443', 'RRID:SCR_003070', 'RRID:SCR_003070', 'RRID:SCR_002798', 'RRID:SCR_002798', 'RRID:SCR_002798', 'RRID:SCR_002798']",31
ASN_Neuro,PMC7517985.nxml,Involvement of Hyperpolarization-Activated Cyclic Nucleotide-Gated Channel 3 in Oxytocin Neuronal Activity in Lactating Rats With Pup Deprivation,22-9-2020,"['RRID:AB_2120021', 'RRID: AB_2120021', 'RRID:AB_2315026', 'RRID: AB_2315026', 'RRID:AB_2687955', 'RRID: AB_2687955', 'RRID:AB_2801638', 'RRID:AB_2801638', 'RRID:AB_2571721', 'RRID:AB_2571721', 'RRID:AB_2141283', 'RRID:AB_2141283', 'RRID:AB_2722522', 'RRID:AB_2722522', 'RRID:AB_2340385', 'RRID:AB_2340385', 'RRID:AB_2313567', 'RRID:AB_2313567', 'RRID:AB_10015289', 'RRID:AB_10015289', 'RRID:AB_10201400', 'RRID:AB_10201400', 'RRID:AB_1651895', 'RRID:AB_1651895', 'RRID:AB_1861081', 'RRID:AB_1861081']",26
ASN_Neuro,PMC6582288.nxml,"Amyloid Beta-Related Alterations to Glutamate Signaling Dynamics
During Alzheimer’s Disease Progression",18-6-2019,"['RRID:MMRRC_034832', 'RRID:MMRRC_034832', 'RRID:IMSR_JAX:033255', 'IMSR_JAX:033255', 'RRID:MMRRC_034830', 'MMRRC_034830', 'RRID:IMSR_JAX:000664', 'IMSR_JAX:000664']",8
ASN_Neuro,PMC7545515.nxml,Alleviation of Cerebral Infarction of Rats With Middle Cerebral Artery Occlusion by Inhibition of Aquaporin 4 in the Supraoptic Nucleus,26-9-2020,"['RRID: AB_2313567', 'RRID: AB_10015289', 'RRID: AB_10201400', 'RRID: AB_1651895']",4
ASN_Neuro,PMC6535915.nxml,Role of Connexin 36 in Autoregulation of Oxytocin Neuronal Activity in Rat Supraoptic Nucleus,15-5-2019,"['RRID:AB_2315026', 'RRID:AB_778778', 'RRID:AB_2111311', 'RRID:AB_2732857', 'RRID:AB_2783637', 'RRID:AB_2571722', 'RRID:AB_626632', 'RRID:AB_2241191', 'RRID:AB_2687626', 'RRID:AB_631747', 'RRID:AB_631728', 'RRID:AB_217905', 'RRID:AB_141436']",13
ASN_Neuro,PMC6399762.nxml,Subacute Transplantation of Native and Genetically Engineered Neural Progenitors Seeded on Microsphere Scaffolds Promote Repair and Functional Recovery After Traumatic Brain Injury,28-2-2019,"['AB_2313773', 'AB_2619717', 'AB_10013382', 'AB_2631098', 'AB_2174013', 'AB_2255365', 'AB_2068336', 'AB_2068506', 'AB_2107107', 'AB_2203850', 'AB_941209', 'AB_444539', 'AB_2235915', 'AB_10711451', 'AB_2336545', 'AB_2088491', 'AB_2299035', 'AB_94843', 'AB_2314889', 'AB_1856538', 'AB_2138153', 'AB_260070', 'AB_528068', 'AB_10695743', 'AB_915783']",25
ASN_Neuro,PMC7238446.nxml,"Role of NDEL1 and VEGF/VEGFR-2 in Mouse Hippocampus After
Status Epilepticus",18-5-2020,"['RRID: AB_2149891', 'RRID: AB_628430', 'RRID: AB_2149891', 'AB_628430', 'RRID: AB_628431']",5
ASN_Neuro,PMC6893573.nxml,"Neuronal Conditional Knockout of Collapsin Response Mediator
Protein 2 Ameliorates Disease Severity in a Mouse Model of Multiple
Sclerosis",12-03-2019,"['RRID:IMSR_JAX:003946', 'RRID:IMSR_JAX:003946', 'RRID:IMSR_JAX:012362', 'RRID:IMSR_JAX:012362', 'RRID:AB_11154701', 'RRID:AB_11154701', 'RRID:AB_839504', 'RRID:AB_839504', 'RRID:AB_2064130', 'RRID:AB_2064130', 'RRID:AB_2532994', 'RRID:AB_2532994', 'RRID:AB_1078573', 'RRID:AB_1078573', 'RRID:AB_262017', 'RRID:AB_262017', 'RRID:AB_2094486', 'RRID:AB_2094486', 'RRID:AB_476693', 'RRID:AB_476693']",20
ASN_Neuro,PMC6475859.nxml,"Global Brain Transcriptome Analysis of a Tpp1
Neuronal Ceroid Lipofuscinoses Mouse Model",19-4-2019,"['RRID:SCR_014597', 'RRID:SCR_014597', 'RRID:SCR_009803', 'RRID:SCR_009803', 'RRID:SCR_014597', 'RRID:SCR_014597', 'RRID:SCR_012802', 'RRID:SCR_012802', 'RRID:SCR_015687', 'RRID:SCR_015687', 'RRID:SCR_010943', 'RRID:SCR_010943', 'RRID:SCR_002811', 'RRID:SCR_002811', 'RRID:SCR_012773', 'RRID:SCR_012773', 'RRID:SCR_008653', 'RRID:SCR_008653', 'RRID:SCR_016884', 'RRID:SCR_016884', 'RRID:SCR_014424', 'RRID:SCR_014424', 'RRID:SCR_003070', 'RRID:SCR_003070', 'RRID:SCR_003095', 'RRID:SCR_003095']",26
ASN_Neuro,PMC6906584.nxml,"Physical Activity Ameliorates Impaired Hippocampal
Neurogenesis in the Tg4-42 Mouse Model of Alzheimer’s
Disease",12-09-2019,"['RRID:AB_2088494', 'RRID:AB_2088494']",2
ASN_Neuro,PMC6904785.nxml,"Abnormalities in the Motor Unit of a Fast-Twitch Lower Limb
Skeletal Muscle in Huntington’s Disease",12-10-2019,"['RRID:AB_11211009', 'RRID: AB_11211009', 'RRID:AB_2194980', 'RRID: AB_2194980', 'RRID:AB_142672', 'AB_142672', 'RRID:AB_2535711', 'RRID: AB_2535711', 'RRID:AB_528483', 'AB_528483', 'RRID:AB_2313931', 'RRID: AB_2313931', 'RRID:AB_141626', 'AB_141626', 'RRID:AB_528483', 'AB_528483', 'RRID:AB_563898', 'AB_563898', 'RRID:AB_2147165', 'RRID:AB_2147165', 'RRID:AB_2274680', 'RRID:AB_2274680', 'RRID:AB_2266724', 'RRID:AB_2266724', 'RRID:AB_2535764', 'RRID: AB_2535764', 'RRID:AB_2535711', 'RRID: AB_2535711', 'RRID:AB_2336789', 'RRID: AB_2336789']",30
ASN_Neuro,PMC6498775.nxml,Heme Oxygenase 1 in Schwann Cells Regulates Peripheral Nerve Degeneration Against Oxidative Stress,05-02-2019,"['RGD_7246927', 'RGD_7246927', 'RRID:AB_10618757', 'RRID:AB_10618757', 'RRID:AB_11180908', 'RRID:AB_11180908', 'RRID:AB_92396', 'RRID:AB_92396', 'RRID:AB_2134495', 'RRID:AB_2134495', 'RRID:AB_2267254', 'RRID:AB_2267254', 'RRID:AB_2152494', 'RRID:AB_2152494', 'RRID:AB_302459', 'RRID:AB_302459', 'RRID:AB_94275', 'RRID:AB_94275', 'RRID:AB_141607', 'RRID:AB_141607', 'RRID:AB_2534105', 'RRID:AB_2534105', 'RRID:AB_476744', 'RRID:AB_476744', 'RRID:AB_477499', 'RRID:AB_477499', 'RRID:SCR_013672', 'RRID:SCR_013672', 'RRID:AB_330924', 'RRID:AB_330924', 'RRID:SCR_014299', 'RRID:SCR_014299', 'RRID:SCR_002865', 'RRID:SCR_002865']",34
ASN_Neuro,PMC6236487.nxml,"An In Vitro Model of Charcot-Marie-Tooth
Disease Type 4B2 Provides Insight Into the Roles of MTMR13 and MTMR2
in Schwann Cell Myelination",11-12-2018,"['RRID:AB_94975', 'RRID:AB_94975', 'RRID:AB_304560', 'RRID:AB_304560', 'RRID:AB_2338250', 'RRID:AB_2338250', 'RRID:AB_2337392', 'RRID:AB_2337392', 'RRID:AB_2313651', 'RRID:AB_2313651', ' AB_2315513', 'RRID:AB_528499', 'RRID:AB_528499']",13
ASN_Neuro,PMC6295693.nxml,"Upregulated SK2 Expression and Impaired CaMKII Phosphorylation Are
Shared Synaptic Defects Between 16p11.2del and 129S:Δdisc1
Mutant Mice",14-12-2018,"['RRID:IMSR_JAX:002448', 'RRID:IMSR_JAX:002448', 'RRID:IMSR_JAX:000664', 'RRID:IMSR_JAX:000664', 'RRID:SCR_000012', 'RRID:SCR_001818', 'RRID:AB_2605451', 'RRID:AB_325403', 'RRID:AB_2713889', 'RRID:AB_2112003', 'RRID:AB_2534661', 'RRID:AB_2534691', 'RRID:AB_2336615', 'RRID:AB_2576217', 'RRID:SCR_014329', 'RRID:SCR_014329', 'RRID:SCR_002798', 'RRID:SCR_002798']",18
ASN_Neuro,PMC6238202.nxml,Neuroprotective Effect of Nortriptyline in Overt Hepatic Encephalopathy Through Attenuation of Mitochondrial Dysfunction,14-11-2018,"['RRID:AB_2637071', 'RRID:AB_2637071', 'RRID:AB_561053', 'RRID:AB_561053', 'RRID:AB_297840', 'RRID:AB_297840', 'RRID:AB_943793', 'RRID:AB_943793', 'RRID:AB_1074611', 'RRID:AB_1074611', 'RGD_737903', 'RGD_737903', 'RRID:SCR_000441', 'RRID:SCR_000441', 'RRID:CVCL_0481', 'RRID:CVCL_0481', 'RRID:SCR_002865', 'RRID:SCR_002865']",18
Access_Microbiol,PMC7656188.nxml,Antibacterial activity of high-dose nitric oxide against pulmonary Mycobacterium abscessus disease,08-10-2020,"['AB_062600', 'AB_062600', 'AB_110917']",3
Access_Microbiol,PMC7491931.nxml,"Mutations in the anti-sigma H factor RshA confer resistance to econazole and clotrimazole in Mycobacterium smegmatis
",29-10-2019,"['AB_3542', 'AB_3542']",2
Acta_Crystallogr_Sect_F_Struct_Biol_Cryst_Commun,PMC3169410.nxml,"BrabA.11339.a: anomalous diffraction and ligand binding guide towards the elucidation of the function of a ‘putative β-lactamase-like protein’ from Brucella melitensis
",16-8-2011,['AB_1015'],1
Acta_Neurochir_(Wien),PMC7295836.nxml,"Functional outcome, in-hospital healthcare consumption and in-hospital costs for hospitalised traumatic brain injury patients: a Dutch prospective multicentre study",14-5-2020,"['RRID: SCR_015582', 'RRID: SCR_01700']",2
Acta_Histochem_Cytochem,PMC6983371.nxml,Localization and Accumulation Studies of Dacomitinib in Rat Intestines and Skin by Immunohistochemistry,25-12-2019,[' AB_2811178'],1
Acta_Histochem_Cytochem,PMC6066645.nxml,"TRK-fused Gene Protein Localization Is Prominent in Serotonergic and Noradrenergic Cell Groups, and Some Lower Motor Neurons in the Corticospinal Tract of the Rat Brainstem",23-5-2018,"['RRID: AB_2079751', 'RRID: AB_2245740', 'RRID: AB_2201528']",3
Acta_Neuropathol,PMC6851037.nxml,"MSTO1 mutations cause mtDNA depletion, manifesting as muscular dystrophy with cerebellar involvement",29-8-2019,['RRID:Addgene_45350'],1
Acta_Neuropathol,PMC6208731.nxml,Opposite development of short- and long-range anterior cingulate pathways in autism,09-06-2018,['RRID: SCR_014213'],1
Acta_Neuropathol,PMC7498485.nxml,Interleukin-1 promotes autoimmune neuroinflammation by suppressing endothelial heme oxygenase-1 at the blood–brain barrier,07-11-2020,['RRID:CVCL_0170'],1
Acta_Neuropathol_Commun,PMC7362534.nxml,The unfolded protein response is activated in the olfactory system in Alzheimer’s disease,14-7-2020,"['AB_2847826', 'AB_2293243', 'AB_10145203', 'AB_2549602', 'AB_306343', 'AB_2341095', 'AB_10013724', 'AB_2056966']",8
Acta_Neuropathol_Commun,PMC5984465.nxml,LRRK2 activity does not dramatically alter α-synuclein pathology in primary neurons,31-5-2018,"['RRID: IMSR_JAX:000664', 'RRID: IMSR_JAX:012467', 'RRID: AB_10643781', 'RRID: AB_2713963', 'RRID: AB_437085', 'RRID: AB_2298772', 'RRID: AB_477569']",7
Acta_Neuropathol_Commun,PMC7171777.nxml,Hippocampal granule cell dispersion: a non-specific finding in pediatric patients with no history of seizures,21-4-2020,"['RRID:AB_2756375', 'RRID:AB_2539862', 'RRID:AB_2170716', 'RRID:AB_2074844', 'RRID:AB_2109952', ' AB_2336123', ' AB_2313606', 'RRID:AB_2338586', 'RRID:AB_2336818', ' AB_2534088', ' AB_10563566', ' AB_141778', 'RRID:AB_2629482', 'RRID:AB_2721225', 'RRID:AB_2064130', 'RRID:AB_2565003', 'RRID:AB_11042577', 'RRID:AB_2100476', 'RRID:AB_839504']",19
Acta_Neuropathol_Commun,PMC7457506.nxml,The blood-brain barrier is disrupted in Machado-Joseph disease/spinocerebellar ataxia type 3: evidence from transgenic mice and human post-mortem samples,31-8-2020,"['RRID:AB_92262', 'RRID:AB_291259', 'RRID:AB_2534104', 'RRID:AB_2534102', 'RRID:AB_2533938', 'RRID:AB_2533157', 'RRID:AB_2533977', 'RRID:AB_726362', 'RRID:AB_92262', 'RRID:AB_92262', 'RRID:AB_2534104']",11
Acta_Neuropathol_Commun,PMC7436970.nxml,Tau reduction in aged mice does not impact Microangiopathy,18-8-2020,"['RRID: AB_87181', 'RRID:AB_2082660', 'RRID: AB_262054', 'RRID:AB_10616217', 'RRID: AB_223453', 'RRID: AB_10013724', 'RRID: AB_2314654', 'RRID:AB_10695394', 'RRID: AB_2298772', 'RRID: AB_2315518']",10
Acta_Neuropathol_Commun,PMC6657153.nxml,Mice deficient in the C-terminal domain of TAR DNA-binding protein 43 develop age-dependent motor dysfunction associated with impaired Notch1−Akt signaling pathway,25-7-2019,"['RRID: AB_10673392', 'RRID: AB_2200511', 'RRID: AB_262044', 'RRID: AB_477010', 'RRID: AB_2278087', 'RRID: AB_916878', 'RRID: AB_2315049', 'RRID: AB_915783', 'RRID: AB_476744', 'RRID: CVCL_0470', 'RRID: AB_772206', 'RRID: AB_772210']",12
Acta_Neuropathol_Commun,PMC7318465.nxml,RBM45 associates with nuclear stress bodies and forms nuclear inclusions during chronic cellular stress and in neurodegenerative diseases,26-6-2020,"['RRID:CVCL_0045', 'RRID:CVCL_D603', 'RRID:Addgene_62988', 'RRID:SCR_014237', 'RRID:SCR_003070', 'RRID:AB_1856132', 'RRID:AB_260092', 'RRID:AB_259529', 'RRID:AB_2200505', 'RRID:AB_2223041', 'RRID:AB_10860619', 'RRID:AB_561053', 'RRID:AB_10956166', 'RRID:AB_621843', 'RRID:AB_10956588', 'RRID:AB_621842', 'RRID:AB_1856133', 'RRID:AB_2183072', 'RRID:AB_10903615', 'RRID:AB_298608', 'RRID:AB_476827', 'RRID:AB_477504', 'RRID:AB_2200520', 'RRID:AB_10666169', 'RRID:AB_260092', 'RRID:AB_954992', 'RRID:AB_955063', 'RRID:AB_2576217', 'RRID:AB_2534091', 'RRID:SCR_016137', 'SCR_001905', 'RRID:SCR_010279', 'RRID:SCR_014479']",33
Acta_Neuropathol_Commun,PMC6925519.nxml,Comparative profiling of the synaptic proteome from Alzheimer’s disease patients with focus on the APOE genotype,20-12-2019,"['AB_306371', 'AB_2192953', 'AB_940268', 'AB_444319', 'AB_307275', 'AB_10013382', 'AB_302613', 'AB_397796', 'AB_444362', 'AB_882623', 'AB_535862', 'AB_2198854', 'AB_10959306']",13
Acta_Neuropathol_Commun,PMC6396567.nxml,Altered myogenesis and premature senescence underlie human TRIM32-related myopathy,03-01-2019,"['RRID:SCR_003070', 'RRID: SCR_002798']",2
Acta_Neuropathol_Commun,PMC6391792.nxml,LRRK2 inhibition does not impart protection from α-synuclein pathology and neuron death in non-transgenic mice,26-2-2019,"['RRID: IMSR_JAX:000664', 'RRID:AB_869973', 'RRID:AB_2336226', 'RRID:AB_477569', 'RRID:AB_91588', 'RRID:AB_2313606', 'RRID:AB_2313581', 'RRID:AB_2336819', 'RRID:AB_2336520', 'RRID: AB_2713963', 'RRID:AB_2732035', 'RRID:AB_2721282']",12
Acta_Neuropathol_Commun,PMC7441634.nxml,Increased levels of Stress-inducible phosphoprotein-1 accelerates amyloid-β deposition in a mouse model of Alzheimer’s disease,21-8-2020,"['RRID:AB_10548761', 'RRID:AB_303300', 'RRID:AB_2289606', 'RRID:AB_302812', ' AB_1903900', 'RRID:AB_881512', 'RRID:AB_2146533', 'RRID:AB_775686', 'RRID:AB_2092361', 'RRID:AB_10698743', 'RRID:AB_262011', 'RRID:AB_11125142', 'RRID:AB_839504', 'RRID:AB_10548761', 'RRID:AB_2536183', 'RRID:AB_2534069']",16
Acta_Neuropathol_Commun,PMC6858668.nxml,Alzheimer’s disease tau is a prominent pathology in LRRK2 Parkinson’s disease,16-11-2019,"['RRID:AB_869973', 'RRID:AB_2336226', 'RRID:AB_223647', 'RRID:AB_2314850', 'RRID:AB_2313606', 'RRID:AB_2313581', 'RRID:AB_2336819', 'RRID:AB_2336520']",8
Acta_Neuropathol_Commun,PMC7487709.nxml,Co-expression of C9orf72 related dipeptide-repeats over 1000 repeat units reveals age- and combination-specific phenotypic profiles in Drosophila,09-07-2020,"['RRID:BDSC_51635', 'RRID:BDSC_32184', 'RRID:BDSC_5138', 'RRID:BDSC_64199', 'RRID:BDSC_58695', 'RRID:BDSC_58699', 'RRID:BDSC_51635', 'RRID:AB_2734716', 'RRID:AB_303395', 'RRID:BDSC_51635', 'RRID:BDSC_5138', 'RRID:AB_303395', 'RRID:AB_2314364', 'RRID:AB_2070042', 'RRID:AB_2314866', 'RRID:AB_2338959', 'RRID:AB_2576217', 'RRID:AB_2534091', 'RRID:AB_2336787', 'RRID:AB_477583', 'RRID:AB_303395', 'RRID:AB_2576217', 'RRID:AB_2315777']",23
Acta_Neuropathol_Commun,PMC6417186.nxml,Postnatal development and maturation of layer 1 in the lateral prefrontal cortex and its disruption in autism,13-3-2019,"['AB_10000347', 'AB_2721225', 'AB_10000320', 'AB_2313763', 'AB_2314079', 'AB_211582', 'AB_572234', 'AB_2278725', 'AB_477035', 'AB_399172', 'AB_2224402', 'AB_2298772', 'AB_10000343', 'AB_477329', 'AB_2336171', 'AB_2313606', 'AB_2336202', 'AB_2336123', 'AB_2313581']",19
Acta_Neuropathol_Commun,PMC7443817.nxml,Innate immune response in neuronopathic forms of Gaucher disease confers resistance against viral-induced encephalitis,24-8-2020,"['RRID: AB_1877271', 'RRID: AB_312973', 'RRID: AB_830642']",3
Acta_Neuropathol_Commun,PMC7329553.nxml,"Fyn kinase inhibition reduces protein aggregation, increases synapse density and improves memory in transgenic and traumatic Tauopathy",07-01-2020,"['RRID:IMSR_JAX:008169', 'RRID:IMSR_JAX:100010']",2
Acta_Neuropathol_Commun,PMC7409708.nxml,Upregulating β-hexosaminidase activity in rodents prevents α-synuclein lipid associations and protects dopaminergic neurons from α-synuclein-mediated neurotoxicity,08-06-2020,"['RRID:AB_2313713', 'RRID:AB_310817', 'RRID:AB_398107', 'RRID:AB_831070', 'RRID:AB_26633275', 'RRID:AB_141371', 'RRID:AB_398107', 'RRID:AB_2798868', 'RRID:AB_2315524', 'RRID:AB_10615768']",10
Acta_Neuropathol_Commun,PMC6154927.nxml,Alzheimer’s associated amyloid and tau deposition co-localizes with a homeostatic myelin repair pathway in two mouse models of post-stroke mixed dementia,24-9-2018,"['RRID: AB_443253', 'RRID: AB_223647', ' AB_1903900', 'RRID: AB_177521', 'RRID: AB_2728648']",5
Acta_Neuropathol_Commun,PMC7285785.nxml,Transplantation of induced neural stem cells (iNSCs) into chronically demyelinated corpus callosum ameliorates motor deficits,06-09-2020,"['RRID: SCR_002798', 'RRID:IMSR_JAX:000664', 'RRID:AB_2341193', 'RRID:AB_2753197', 'RRID:AB_10013382', 'RRID:AB_776174', 'RRID:AB_2535813', 'RRID:AB_2535858', 'RRID:AB_2313568', 'RRID:AB_2338707', 'RRID:AB_1587278', 'RRID:AB_10013382', 'RRID:AB_839504', 'RRID:AB_570666', 'RRID:AB_2572306', 'RRID:AB_2341193', 'RRID:AB_443209', 'RRID:AB_2572360', 'RRID:AB_2564642', 'RRID:AB_2313568', 'RRID:AB_2340625', 'RRID:AB_2340816', 'RRID:AB_2535813', 'RRID:AB_2535844', 'RRID:SCR_002368', 'RRID:SCR_003070', 'RRID:SCR_014796', 'RRID: SCR_014313', 'RRID:SCR_017377', 'RRID:SCR_013672']",30
Acta_Neuropathol_Commun,PMC6916080.nxml,Glycine-alanine dipeptide repeats spread rapidly in a repeat length- and age-dependent manner in the fly brain,16-12-2019,"['BDSC_7019', 'BDSC_23292', 'BDSC_40726', 'BDSC_4776', 'BDSC_6926']",5
Acta_Neuropathol_Commun,PMC7063795.nxml,Epigenetic modulation of AREL1 and increased HLA expression in brains of multiple system atrophy patients,03-09-2020,"['RRID:SCR_015820', 'RRID:SCR_016152']",2
Acta_Neuropathol_Commun,PMC7541308.nxml,Network analysis of the progranulin-deficient mouse brain proteome reveals pathogenic mechanisms shared in human frontotemporal dementia caused by GRN mutations,10-07-2020,['RRID:IMSR_JAX:013175'],1
Acta_Pharm_Sin_B,PMC7332810.nxml,TIMP1 preserves the blood–brain barrier through interacting with CD63/integrin β1 complex and regulating downstream FAK/RhoA signaling,03-05-2020,"['SCR_000306', 'SCR_000306']",2
Acta_Pharm_Sin_B,PMC7016290.nxml,Whole-genome sequencing and analysis of the Chinese herbal plant Gelsemium elegans,16-8-2019,"['SCR_016962', 'SCR_016962', 'SCR_005476', 'SCR_005476']",4
Adv_Sci_(Weinh),PMC7539203.nxml,EMT‐Induced Cell‐Mechanical Changes Enhance Mitotic Rounding Strength,08-09-2020,"['RRID:Addgene_54920', 'RRID:Addgene_54967']",2
